CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,lat,lng
1,36,4,52,47.9972,11.3406
1,43,2,55,49.2615,13.9024
1,37,0,67,-6.84,107.9208
1,32,5,54,44.8546,-93.5621
3,10,22,78,32.8168,-79.9687
3,10,22,78,38.3484,-81.6322
3,10,22,78,39.4842,-88.1781
1,43,0,23,55.1167,80.9667
1,40,1,54,36.95,14.6
1,25,0,106,22.9856,-80.5831
2,19,23,86,40.6155,-80.2547
1,46,1,83,43.2775,76.8958
2,58,1,102,-12.4381,130.8411
1,33,3,16,53.691,-1.633
2,29,0,48,25.83,93.43
1,18,0,46,6.9833,39.1833
1,34,4,21,53.4286,-2.8064
1,47,1,65,44.7,11.8
1,34,1,26,56.2,15.2833
1,7,1,42,-15.1639,-49.8028
2,18,19,74,41.3065,-73.5023
2,18,19,74,40.8313,-74.0147
2,18,19,74,45.8114,-122.7051
1,44,0,53,51.35,8.4833
2,31,6,132,-23.5328,-46.7919
1,34,0,3,65.0142,25.4719
1,45,2,52,40.9147,-74.1624
1,48,1,40,39.9649,-75.0563
3,30,10,135,46.6388,131.1545
1,39,0,11,59.3333,13.4333
1,35,0,6,59.3758,28.1961
0,32,0,7,25.0781,-77.3386
1,48,1,33,44.6333,41.9333
1,29,0,10,59.7,30.7833
2,33,5,69,32.8604,-97.218
1,32,5,50,37.9929,-121.6952
1,64,0,67,48.0167,11.5833
1,36,4,80,50.2667,19.0167
0,28,1,14,37.2836,-5.9222
1,31,4,24,52.267,-2.153
1,44,1,46,43.65,43.55
2,30,6,64,41.4152,-75.6072
2,14,19,67,41.8973,-87.9432
2,23,13,57,40.5352,-75.4978
3,20,12,132,31.8811,-81.6131
2,18,18,72,36.3782,-86.4698
2,49,0,32,47.9117,123.4978
2,56,1,94,16.5333,80.8
1,15,10,55,51.9569,7.0056
2,3,12,72,39.6468,-104.9942
2,3,12,72,40.8917,-73.9736
2,3,12,72,26.9717,-82.3524
2,3,12,72,39.8643,-84.307
3,4,17,80,42.1167,-80.0733
3,4,17,80,40.0404,-105.0399
0,34,0,55,39.7464,39.4914
1,39,2,64,41.35,13.4167
2,15,5,79,20.2608,-76.5381
1,29,4,50,54.1961,9.0933
1,31,3,60,50.3167,11.9167
2,21,2,79,7.3964,3.9167
1,33,2,45,41.5814,1.6208
1,31,3,25,34.7,135.7
1,21,0,25,-21.8833,47.4333
3,20,1,82,-1.25,29.99
2,18,1,77,9.1167,-12.9167
1,35,1,30,26.0593,-80.1637
1,42,2,45,39.9495,-75.3038
1,45,0,66,42.6403,18.1083
1,30,1,32,51.886,-0.521
1,48,1,41,40.1506,-75.3364
1,32,3,50,37.4671,-122.1352
2,18,4,86,9.3856,76.5756
1,25,3,38,43.7417,-79.3733
1,57,0,49,41.2667,16.4167
1,37,0,38,55.54,-4.66
2,19,8,55,45.5372,-122.3955
1,42,2,63,34.2692,-88.7318
1,42,0,35,52.0167,18.5
0,17,1,14,-28.5708,-70.7581
1,45,0,72,41.7153,21.7753
1,43,0,26,52.9833,9.8333
1,42,1,48,42.2567,-72.5793
0,37,0,28,52.65,6.2167
1,27,0,24,52.3497,71.89
1,40,1,57,41.1245,-88.8297
1,55,0,64,49.2833,7.0667
1,55,0,64,50.1331,8.5289
3,63,2,156,22.12,84.03
2,15,5,99,15.6078,103.8
1,35,0,21,54.6667,20.1333
1,42,1,17,47.2167,38.9167
1,64,0,68,48.05,11.6167
1,64,0,68,48.3439,12.1303
1,74,2,24,32.8506,-96.7937
1,30,0,35,25.6736,-97.8144
1,41,0,54,46.4667,6.85
1,42,0,60,24.8819,90.7275
1,39,1,74,50.5833,16.5
1,45,1,56,37.5183,15.0069
3,11,12,65,32.3482,-86.2668
3,11,12,65,40.2411,-75.2318
3,11,12,65,40.426,-74.6791
3,11,12,65,41.5399,-74.2073
3,11,12,65,41.7237,-88.3633
3,11,12,65,39.2496,-84.3458
1,39,0,63,-5.1167,105.3
1,44,1,61,50.2833,18.6667
1,47,0,12,56.4161,10.8923
1,65,0,64,40.5333,17.4333
1,48,0,23,45.3594,40.7072
1,35,0,21,54.6667,21.0833
1,52,1,49,34.4391,-86.9396
1,27,6,63,34.3167,135.6
1,38,0,32,52.2656,6.7931
1,39,1,44,51.4833,5.1333
1,26,1,144,38.5264,68.5381
1,47,1,52,36.7833,14.9
1,24,0,46,14.995,-90.8075
3,27,9,150,-7.5369,-37.8189
1,36,0,33,42.9494,-72.2998
1,45,0,31,39.6731,33.6136
2,29,4,52,48.5575,7.6831
1,31,3,50,50.9789,6.2678
2,13,14,68,42.5897,-71.7199
0,22,0,67,6.8494,79.9236
1,23,5,27,51.5217,-0.7177
1,36,3,62,49.85,9.6
1,43,2,50,41,15.65
1,33,5,34,42.2802,-83.1782
1,21,3,52,47.2167,7.7833
3,145,1,103,29.2167,119.4722
3,145,1,103,46.2664,126.276
1,44,2,52,41.05,15.8
1,33,5,55,39.2394,-94.4191
1,33,5,55,41.8132,-74.7775
2,13,3,83,38.5788,-90.4203
1,38,0,57,44.0142,20.9394
1,31,3,55,50.747,6.4907
4,147,2,161,23.4,88.5
1,37,2,74,50.6846,13.8583
1,30,3,39,41.2167,9.4
1,28,2,58,41.1263,-100.7641
2,22,10,56,42.8124,-70.8878
1,28,5,42,43.06,-79.1067
1,28,5,42,43.0921,-79.0147
1,17,1,96,14.49,-4.18
1,54,0,65,49.3542,6.805
1,69,0,56,41.0333,14.3833
1,22,0,32,3.75,8.7833
1,24,1,62,-22.33,-47.1728
3,20,19,93,33.8616,-117.5649
0,27,0,40,27.7254,-97.3767
1,7,17,50,-38.0996,145.2834
1,23,0,38,-23.0744,-44.9597
0,24,0,19,-6.2608,-36.515
1,37,2,48,48.4894,-2.7958
2,50,4,47,32.4597,-86.4573
0,24,0,9,-31.2667,-61.4833
1,50,0,71,43.2289,13.1771
1,6,0,39,-6.9364,-76.7718
1,33,1,22,55.15,61.4
2,33,5,59,37.1406,-80.4036
1,22,8,49,55.082,-1.585
0,22,0,83,15.4167,74.0167
2,39,2,172,23.8301,87.6866
1,32,3,52,42.1629,-88.3159
1,34,1,28,-31.6667,-64.4333
1,44,0,36,39.93,32.85
1,19,1,45,14.6605,74.3047
0,28,0,50,-19.82,-40.2728
1,22,0,44,-21.3589,-46.1458
1,36,2,52,50.8167,6.2833
1,34,4,45,48.9333,8.4
1,19,3,70,30.4904,-92.4191
4,187,3,147,30.3972,114.8842
0,34,1,16,52.5208,8.1986
0,34,1,16,51.25,3.2833
0,23,0,58,15.4167,75.6167
1,17,11,54,54.95,-1.6
1,28,2,128,46.2017,6.1469
1,28,2,128,41.8833,-88.3242
1,28,2,128,42.8645,-76.9826
2,18,3,54,-33.0175,27.9047
1,27,7,62,28.214,-82.723
0,33,0,15,53.3669,7.2061
1,16,10,63,-26.45,29.45
2,122,0,183,31.6278,71.0625
1,12,0,51,3.17,113.03
1,29,1,35,47.1533,9.8219
2,35,7,38,41.6578,-87.6811
1,28,4,40,51.1,4.2333
1,33,5,38,52.7684,-0.3775
1,33,5,38,41.7233,-70.5816
1,33,3,65,50.5167,8.3833
1,28,1,25,38.3456,-0.7689
1,25,13,145,43.2908,5.5708
1,20,1,87,14.735,0.92
1,34,2,53,51.0497,8.4
1,20,1,155,13.4833,-16.6833
1,24,1,57,13.7268,101.2105
0,6,0,25,-2.8025,-57.0686
1,37,2,81,47.4925,19.0514
1,34,0,44,42.4667,21.7667
1,36,0,21,45.9167,28.1836
1,18,2,50,22.5339,-80.9097
5,117,6,173,22.8671,88.3674
2,47,4,51,30.5259,-87.2733
1,19,0,42,-22.8167,47.8167
1,51,0,64,49.3758,11.2131
1,63,0,70,44.8667,10.0667
1,38,0,37,41.52,0.35
1,47,0,55,51.0589,8.7967
1,47,0,55,50.9108,13.0378
1,45,0,162,16.2667,-0.05
0,11,11,24,-34.5981,138.745
2,16,3,95,4.9167,-75.75
1,46,1,41,39.3571,-84.3023
2,31,5,66,32.7602,-96.5865
2,31,5,66,36.8032,-114.133
1,44,2,48,30.4241,-88.5289
2,44,2,80,42.8167,132.8833
2,44,2,80,67.7206,77.6617
1,34,3,51,41.896,-88.2253
1,60,2,74,35.153,-90.1996
1,38,2,50,51.0667,4.3667
1,58,0,66,48.6,11.6167
1,40,0,14,38.1,-3.0833
1,39,0,64,46.6167,13.8333
1,27,2,35,31.5599,-97.1882
1,44,0,53,51.5,9.1697
1,28,1,33,46.42,6.27
1,27,9,61,55.6147,36.9872
0,24,0,37,12.7863,76.2433
5,193,5,155,33.5819,119.028
2,25,11,62,35.406,-80.8716
1,39,0,15,64.075,24.5333
1,17,0,45,3.465,31.245
1,27,3,36,51.0667,4.0333
1,38,0,27,51.9681,12.0844
1,33,0,33,55.1667,59.6667
1,33,3,33,50.3344,8.5375
0,29,3,23,51.6114,0.5207
1,30,10,49,38.58,-90.6698
1,30,10,49,28.7752,-82.0075
1,45,4,62,40.028,-74.8882
1,11,1,26,-26.9619,-52.535
1,30,3,28,52.95,7.15
4,16,2,95,0.3981,32.4781
2,22,6,65,38.0674,-78.9014
2,22,6,65,39.7524,-77.5822
1,48,2,29,41.8167,12.6833
1,18,13,54,37.6868,-121.7607
0,17,1,16,-22.9228,-53.1369
0,22,0,44,17.4853,101.7303
1,30,0,33,51.35,110.45
3,14,2,89,-25.4333,31.95
1,42,0,147,16.6167,80.5333
1,26,4,71,37.0757,-94.5018
1,19,1,82,22.8106,-81.1981
2,8,29,81,41.7448,-87.9822
2,8,29,81,41.0798,-73.4824
2,44,1,89,26.7037,92.4781
5,197,6,159,38.5158,114.9845
2,10,29,81,41.6284,-87.5979
0,35,0,23,56.1608,15.5861
0,18,0,123,-26.5786,18.1333
1,41,3,45,43.3972,-70.5707
1,29,4,38,52.0333,5.35
1,20,5,51,48.9922,2.2806
1,35,2,25,51.8367,8.0256
3,3,6,68,14.6167,-89.2
3,3,6,68,12.6639,-85.7881
1,29,6,49,42.486,-83.3771
1,19,1,140,13.9833,-14.8
1,25,0,20,58.35,60.05
0,39,0,21,52.95,12.4
1,20,4,65,8.8792,-79.7822
1,41,1,59,44.1,9.8167
1,24,2,60,22.9936,-82.7539
2,14,25,75,43.8767,-79.2633
2,14,25,75,41.6,-87.6904
3,6,30,83,42.1039,-87.9267
3,2,6,91,34.4285,-119.7202
3,2,6,91,16.0031,120.4008
3,2,6,91,10.8231,122.5344
1,37,1,23,52.3961,9.5981
5,10,18,154,-22.4539,-43.4689
1,35,3,45,34.7936,134.9931
1,35,3,45,34.2682,134.1344
1,28,3,34,37.5833,-4.6333
0,21,0,10,-18.9469,48.2303
2,42,0,101,25.5744,91.8789
1,48,2,54,42.0604,-72.0338
36,10,22,185,-26.2678,27.8585
0,32,0,20,46.6833,7.6667
1,32,1,29,56.9833,60.4667
0,29,1,24,48.8833,12.5667
0,37,0,20,54.0833,12.1333
0,34,1,20,60.3861,23.125
1,17,7,36,-27.9956,153.322
1,19,0,79,6.55,-0.7667
0,26,0,153,22.85,69.73
5,21,2,63,-2.35,29.7333
1,24,9,52,37.7904,-122.2166
1,24,9,52,41.0313,-74.2408
1,24,9,52,35.2256,-89.5372
0,37,0,471,28.0787,74.6219
0,37,0,471,24.8167,75.1167
1,33,2,25,53.65,9.8167
1,31,3,36,51.9833,5.85
1,35,2,25,51.9819,7.7856
3,1,15,119,18.85,-99.2333
1,51,0,34,42,14.9833
1,30,0,10,61.6667,50.8167
3,96,2,170,34.4961,136.5462
1,52,2,57,35.0824,137.1563
1,19,6,39,35.3721,-86.2172
0,37,1,18,58.35,11.9167
0,24,0,10,-18.15,49.4167
1,35,2,44,49.5833,11.0167
1,18,1,51,22.9822,-105.7031
1,23,0,51,11.45,123.15
2,26,18,61,42.0464,-87.6943
2,26,18,61,41.2602,-110.9646
1,66,1,28,39.4692,3.1481
1,27,3,52,49.19,6.9
0,36,1,50,51.081,1.166
1,34,2,46,49.8167,10.9833
1,22,8,58,28.1864,-82.7429
0,34,0,100,48.0042,91.6406
0,23,1,27,-7.8342,-34.9064
1,22,4,51,50.0019,2.6522
1,49,1,23,52.55,103.9
1,8,0,37,-5.6508,-48.1239
1,41,3,36,41.1528,15.0889
0,26,0,3,-30.5,151.65
1,36,0,35,51.8667,45
5,1,20,243,19,-98.7167
1,26,2,37,44.6197,4.3903
1,11,2,43,-21.9589,-44.89
2,33,4,57,37.3667,14.2
4,2,17,129,18.75,-69.6333
1,28,2,16,38.9667,-8.8
1,28,2,16,42.0031,-5.6742
1,13,3,45,-8.2333,-35.75
0,37,0,32,52.7667,23.2
1,28,4,41,51.0833,4.3667
0,31,2,38,51.65,5.95
1,14,9,52,26.5281,-80.0811
2,16,18,60,39.9688,-75.354
1,18,0,37,-1.3333,31.8167
2,28,6,99,50.2681,19.4631
1,56,1,16,40.3458,18.0458
0,29,3,25,53.716,-1.356
2,14,23,60,40.7836,-73.1945
1,22,8,58,57.4439,41.1592
2,5,16,77,39.8403,-104.9655
2,18,17,55,39.9601,-75.6058
1,27,3,46,51.3422,9.8578
1,38,1,11,37.9222,140.1168
0,11,1,11,-32.7,-57.6333
0,11,1,11,-34.3,148.3
2,22,12,113,50.3025,18.7781
1,22,7,69,20.7333,-99.3833
0,25,0,46,17.8494,102.5858
2,4,4,67,-5.0939,-42.8369
1,44,1,19,34.8865,136.8323
3,2,7,87,4.6117,-76.0814
3,2,7,87,41.52,-5.3947
1,20,1,28,-0.78,-80.26
1,43,1,17,34.7833,135.4667
1,27,2,16,42.5645,-114.4613
0,33,1,30,53.6872,9.6692
1,43,0,52,41.92,19.2
2,10,20,89,38.6657,-90.3315
0,13,0,0,-54.8019,-68.3031
1,13,10,71,33.4518,-86.7437
1,36,0,13,23.75,-103.9833
1,36,0,13,30.7264,-115.9903
1,32,2,46,32.2125,-82.4019
1,30,5,63,45.5167,11.45
0,22,4,30,29.3872,-95.2938
1,12,9,34,51.677,-0.603
0,22,0,10,-17.5833,48.2167
2,8,10,91,18.7781,-98.985
4,178,2,142,31.2575,113.6783
0,28,2,32,51.0167,11.5167
1,24,4,36,41.0555,-8.6395
1,46,3,65,31.6667,34.5667
0,31,1,14,37.2,-7.4
2,9,6,68,10.0261,-74.6211
1,34,6,97,45.3667,9.6833
0,16,0,17,-5.0167,32.8
3,10,15,111,33.4333,-86.0986
1,28,2,46,51.4167,9.9333
0,37,0,87,37.577,43.739
1,44,0,160,22.07,81.68
2,4,20,70,33.5719,-117.1909
2,155,5,139,23.6139,58.5922
1,68,3,31,35.8563,139.9029
0,27,1,29,51.2839,7.78
0,13,0,29,-2.9667,33.3333
1,27,1,60,51.0474,31.8805
3,8,0,78,3.5333,16.0667
3,8,0,78,40.9333,14.5333
1,12,13,54,26.2113,-80.2209
1,26,4,56,34.7807,-92.2371
1,34,4,49,42.3231,-71.6462
1,21,3,42,47.3167,7.9167
1,38,0,72,4.48,97.9633
1,34,0,54,51.6667,35.2667
1,28,1,50,46.8297,12.7697
3,161,1,116,28.8523,121.1409
1,27,2,31,48.8975,9.1922
1,19,1,36,-25.27,-57.4872
0,24,1,60,10.9057,76.9634
2,160,1,198,30.8558,74.9298
0,18,0,14,-28.0678,-52.0139
0,18,0,14,-23.7328,-52.8728
2,12,10,156,19.9097,-99.1417
1,16,0,59,-24.7167,25.5333
0,22,0,54,16.9333,97.3667
1,45,0,27,36.6475,136.9622
1,25,1,29,58.7,13.8167
0,15,0,22,-8.8333,31.3833
1,35,0,22,51.4222,57.5953
1,39,4,53,44.8815,-93.14
1,48,0,63,38.217,15.237
1,39,2,54,40.55,16.6667
23,37,18,392,-6.4167,20.8
1,21,2,66,33.2348,-87.5268
1,27,4,36,34.1478,-116.0659
1,33,0,22,60.1333,64.8
1,32,1,42,43.6933,4.2761
0,31,1,30,51.0722,2.6622
1,26,0,13,56.7667,54.15
1,41,1,82,11.407,79.6912
4,2,11,90,14.0858,-90.3822
1,46,4,56,27.979,-82.7623
2,28,17,83,34.1247,-117.5667
1,18,4,36,51.6092,16.8575
2,29,7,60,35.7158,-79.8127
1,36,1,27,51.7833,8.8167
2,39,11,73,40.6569,-73.5285
1,9,2,55,-1.3608,-48.245
1,36,2,24,52.2333,8.1667
0,28,1,25,51.994,-0.732
1,31,8,48,41.3079,-81.6192
3,22,2,69,4.9767,8.3383
1,15,4,52,-29.6789,-51.0528
1,10,3,50,-20.2639,-40.42
1,2,2,44,5.1731,-72.5547
0,30,1,29,48.45,11.1333
1,46,0,154,41.185,80.2904
1,49,4,55,15.5036,120.845
3,116,1,103,46.4078,125.3252
3,116,1,103,16.2896,119.9491
3,116,1,103,9.744,124.576
2,8,9,224,19.7,-98.4333
1,36,4,66,45.6255,9.037
1,37,2,35,47.1708,37.6954
0,22,1,44,13.39,77.86
1,32,0,61,-0.7883,100.6542
0,25,2,30,50.4925,5.8642
1,41,1,67,46.15,15.05
1,5,1,40,-5.2578,-44.6489
1,9,3,50,14.1,-87.2167
1,35,2,53,53.1167,13.5
0,10,2,13,-44.3931,171.2508
0,34,0,27,55.1708,-118.7947
1,18,5,58,38.3593,-98.8015
1,20,3,61,39.6019,-86.1073
1,20,3,61,34.1947,-82.1542
1,20,3,61,33.5126,-90.1993
1,20,3,61,35.2134,-94.2408
3,33,1,66,-33.2996,26.52
0,28,1,31,50.6547,12.1997
1,43,4,47,41.7883,12.6717
1,27,0,29,58.8706,57.5933
0,24,0,36,-7.9167,39.65
1,35,0,18,53.2222,50.6333
2,14,2,106,6.0833,-0.25
1,40,0,22,38.9347,141.1266
1,32,4,61,33.7346,-116.2346
1,26,3,21,43.1667,141.3167
2,33,8,39,34.4128,-119.8614
1,20,8,51,51.35,5.4667
1,25,7,45,51.42,5.405
2,13,19,61,42.234,-87.9608
1,30,1,62,46.2833,6.1667
1,36,3,72,45.3728,11.1303
1,37,1,77,48.8556,16.0489
1,23,5,41,41.674,2.7921
2,11,1,52,10.7833,-0.85
1,13,10,67,39.3763,-104.8535
1,33,5,47,41.8901,-71.3934
2,26,10,67,35.0743,-81.6552
4,96,5,216,22.82,88.37
1,22,4,35,50.9653,6.1194
1,23,2,43,48.0817,7.3556
1,24,7,40,45.5188,-123.051
1,24,7,40,35.4724,-80.8813
1,20,8,36,56.11,-3.35
0,12,1,32,-7.4639,-63.04
0,12,1,32,-7.2339,-39.4089
1,25,4,58,34.9766,-92.0274
1,32,5,53,39.0578,-76.9488
0,28,1,35,42.5,-8.8
1,48,1,40,45.5833,12.6833
0,21,1,36,28.4053,-97.749
1,37,0,154,23.5992,78.3406
1,35,0,19,51.9833,84.9833
0,26,4,37,51.1167,4.65
0,23,0,72,13.9853,74.5553
1,31,2,70,47.53,21.6392
1,8,4,42,20.4667,-102.15
1,40,1,50,37.7667,29.0833
1,25,2,42,58.4667,56.4167
1,26,2,52,49.5939,17.2508
1,3,2,38,0.6661,-76.8708
1,34,0,120,19.48,75.38
0,32,0,13,-17.5334,-149.5667
1,9,0,13,-23.9128,-52.3428
1,38,0,140,18.6162,79.3832
1,22,4,30,45.6757,-118.8201
1,25,2,44,58.0139,56.2489
1,29,2,31,48.8183,1.9472
1,30,8,57,41.0024,-74.2859
2,11,5,95,10.65,-74.75
1,38,3,62,45.95,12.65
1,22,16,68,40.8268,-73.6765
1,22,16,68,43.3846,-87.8855
0,14,0,9,-3.55,143.6333
0,22,0,82,18.0344,-66.8615
1,30,0,50,53.15,38.1167
1,27,0,17,58.4667,92.1333
1,37,1,30,55.4167,13.8333
1,30,2,28,56.1286,40.4058
1,28,3,52,51.6717,39.2106
1,35,5,40,55.3167,38.7
0,28,2,28,51.4,5.4667
1,41,2,51,41.0279,-81.7323
1,36,4,50,53.68,-1.49
1,36,4,50,42.5035,-71.0656
1,36,4,50,38.823,-77.2406
0,32,2,28,51.4167,4.3333
1,37,1,37,55.938,-4.155
1,19,0,45,3.0061,34.1125
1,42,0,26,54.3333,10.0833
2,19,4,88,-27.6456,27.2317
1,38,2,47,51.1667,4.3
1,35,4,62,41.5729,-87.2599
0,29,0,22,-21.4167,25.5833
0,29,0,118,40.7241,-73.5125
0,29,0,118,40.1533,-74.8531
2,22,6,74,14.1133,121.5569
1,13,1,22,-0.51,-78.57
1,37,4,34,34.0667,133
1,20,0,52,0.35,37.5833
1,19,0,27,-14.4333,28.45
1,37,2,14,37.7444,139.1826
1,41,3,51,47.0322,-122.2827
1,41,3,51,36.0589,-79.3894
1,41,3,51,33.1017,-98.5779
1,36,0,28,50.2458,127.4886
1,48,2,50,34.8167,135.65
2,17,19,74,41.0615,-74.0047
1,33,2,40,42.6986,2.8956
1,33,1,49,45.8781,8.4069
1,28,4,44,44.0227,-88.5619
1,44,1,62,45.5556,18.6944
1,47,0,68,37.9833,12.55
2,19,9,79,26.8466,-80.1679
1,20,6,48,26.6443,-81.9957
1,48,1,54,41.05,13.9167
5,1,25,270,19.2647,-98.8975
5,1,25,270,41.1817,-96.1353
1,15,5,78,20.3817,-76.6428
1,34,4,22,53.393,-3.014
3,5,11,159,18.95,-70.41
1,36,2,70,49.0364,8.7061
1,38,4,56,43.8167,10.6833
1,30,2,50,47.7986,3.5672
2,25,13,60,40.5842,-74.2716
1,33,1,66,47.7247,12.8769
4,5,10,108,15.7792,-86.7931
1,27,1,46,56.7,36.75
1,30,0,36,54.8,35.9333
1,15,4,52,29.565,-98.2535
1,14,2,53,-20.1289,-40.3078
1,57,1,73,31.0667,35.0333
1,24,4,50,50.3714,3.08
1,29,3,42,51.4347,6.7625
1,7,11,43,43.7223,-116.3866
1,29,5,40,41.5199,-90.3879
1,44,3,44,39.1205,-88.5509
0,31,0,10,-25.5375,152.7019
0,31,0,10,-37.05,143.735
0,16,0,26,-4.8073,38.2118
1,30,1,56,20.6397,-74.9175
1,19,0,43,-15.2775,23.1319
1,20,0,26,0.6108,-80.0186
1,20,2,39,31.6134,-94.6528
0,34,0,33,54.8333,11.15
0,34,1,31,53.4628,9.7956
2,40,7,50,40.75,14.6333
0,18,0,11,-6.7303,147.0008
1,31,3,51,51.978,-0.23
1,27,4,48,50.6278,3.0583
1,27,4,48,51.2333,4.8333
1,45,0,55,45.2819,130.2519
1,39,1,69,46.0917,21.6917
2,14,21,73,40.8762,-74.2181
2,14,21,73,45.9862,-94.3586
1,29,3,51,49.5197,5.7606
3,171,2,103,31.1817,115.0189
0,29,1,18,42.7928,-80.9361
1,7,3,52,-19.4139,-42.4189
1,16,6,68,32.8583,-96.9702
1,44,0,201,25.4581,78.1358
2,71,1,75,25.8564,87.5384
2,71,1,75,25.5856,88.1122
1,18,0,47,-13.0333,33.4833
1,26,11,50,41.0003,-74.5531
1,26,11,50,34.1373,-83.6021
1,26,11,50,29.9609,-90.1554
1,32,0,159,23.7,72.55
1,37,2,72,49.3,8.65
2,22,9,75,50.4833,8.25
1,23,9,55,42.127,-72.4308
2,11,16,62,45.3109,-122.7702
1,25,4,46,53.575,7.7808
4,69,3,128,24.1681,115.6669
4,69,3,128,40.6189,120.7205
4,69,3,128,40.1399,118.303
1,24,3,52,56.2833,37.4667
1,46,0,7,44.4994,34.17
1,40,3,76,45,19.8333
2,26,11,102,50.0833,18.55
2,16,20,52,40.8714,-73.0466
1,38,2,53,52.1167,21.2667
0,29,2,52,30.3666,-88.5506
0,11,1,23,-9.4,-38.225
1,28,2,20,49.4911,-119.5886
1,30,1,36,53.2,45
1,6,2,24,5.7167,-72.9208
0,33,0,33,53.7167,16.6833
1,19,0,71,10.1167,124.2833
2,14,21,69,41.0647,-73.8672
2,16,27,64,42.3172,-87.8595
1,35,4,92,45.7808,12.4928
1,32,1,55,56.8186,24.6056
1,37,0,15,52.5833,32.7667
1,18,5,35,29.5935,-95.6358
1,34,0,13,57.6167,39.85
1,46,0,133,30.96,61.86
2,43,0,99,50.1281,129.4433
1,44,0,24,48.35,33.5167
1,29,0,69,15.811,79.9738
1,36,0,75,38.7578,30.5386
1,19,0,62,-13.7833,34.4333
1,21,3,48,42.4551,-75.0666
3,6,33,112,40.9455,-74.0712
1,36,0,35,57.8167,27.6167
1,21,0,60,43.3567,19.3583
1,34,1,14,49.2339,-124.805
0,22,0,42,18.4819,96.4369
1,28,1,31,55.3667,23.1167
1,45,4,62,39.455,-76.814
1,32,4,34,47.6017,-122.0416
1,18,0,16,8,-10.95
1,7,8,53,56.6,84.85
1,40,0,11,51.8667,36.9333
0,32,2,15,52.3,4.85
1,24,1,60,14.9496,120.7587
1,29,6,52,42.6389,-71.3217
1,29,6,52,41.2917,-87.4195
1,29,6,52,36.2561,-94.1532
0,19,0,27,2.3333,37.9833
1,34,0,21,53.8833,25.3
0,25,0,21,13.55,78.5
1,14,0,53,11.3167,-5.6667
1,24,1,40,32.2147,-98.2205
2,86,1,88,-6.5714,107.7614
4,2,14,129,14.5967,-90.7547
1,40,0,25,46.1958,41.0778
1,35,0,56,45.5481,2.3092
1,32,0,28,57.55,25.4
3,28,3,158,19.47,72.8
1,34,3,44,42.7811,-96.9256
1,44,1,56,43.8672,10.2506
2,13,17,57,36.1783,-115.0487
1,41,1,69,-7.5667,110.8167
1,28,9,55,33.5008,-117.6544
1,27,0,54,8.67,77.33
1,30,0,33,9.568,77.9624
2,14,8,85,-27.3667,29.8833
1,46,1,35,41.6951,15.3793
1,28,2,26,48.8,9.5333
1,32,3,35,50.5833,5.5
1,36,1,32,51.505,10.7911
1,23,2,38,47.8639,1.9006
1,13,1,41,-21.7967,-50.8786
0,28,2,30,50.9116,14.6184
1,25,0,50,10.163,77.758
1,31,1,26,49.9833,10.1
1,32,8,43,41.4524,-81.9294
1,69,1,66,32.0629,12.5267
1,21,5,51,48.8833,2.5
0,25,1,31,21.3859,-158.0101
3,1,28,78,40.6858,-73.371
3,1,28,78,42.4175,-88.0257
1,29,8,43,41.4409,-82.184
0,28,0,15,59.5667,150.8
0,25,0,18,-15.7167,46.3167
1,16,0,32,10.3833,-12.0833
2,101,2,79,23.7333,109.2333
1,15,10,64,30.201,-93.2111
1,21,2,46,30.5728,-97.8618
1,35,2,24,52.175,7.8667
1,41,0,55,46.4833,28.25
1,25,0,57,-3.6333,39.85
2,31,0,55,1.0167,35
1,34,0,38,55.7,60.55
1,1,4,40,-18.7789,-46.4078
0,28,0,87,15.4063,76.6001
0,29,0,23,44.2702,135.0498
19,19,13,121,-26.2044,28.0456
2,9,0,86,7.6994,18.6292
0,30,0,47,16.0531,103.6511
2,132,2,78,34.4259,115.6467
1,23,10,95,39.0158,-94.8076
1,23,10,95,35.3531,-96.9647
1,27,1,57,13.9125,100.4978
2,107,1,328,30.35,73.4
1,36,0,23,50.4578,40.1081
0,32,2,22,57.5091,-1.7832
1,36,4,47,42.2,-85.5906
1,36,4,47,41.5856,-87.1797
1,36,4,47,43.5489,-89.4658
1,31,2,91,38.2701,-104.6114
1,45,3,34,41.3865,-81.44
4,12,34,118,34.0123,-117.9043
1,40,0,63,46.5961,25.0744
1,33,1,80,46.7667,7.6333
1,39,3,50,36.1317,-97.0742
1,39,3,50,45.0573,-92.8313
1,39,3,50,42.9701,-73.6885
1,49,1,171,27.7061,68.8483
1,28,0,38,62.4,17.3167
1,32,0,16,50.2881,-107.7939
1,35,0,36,41.7225,44.7925
4,15,35,119,34.1022,-118.0579
1,31,2,37,51.55,5.0833
2,18,10,182,19.8333,-98.9833
1,22,0,70,-4.9667,12.9333
0,35,0,33,52.8,8.65
1,25,2,23,49.0667,142.0333
4,8,7,100,-33.75,25.4
1,33,1,170,20.85,79.33
1,30,1,57,29.2152,-99.7782
1,30,0,57,10.7199,79.0598
1,36,1,27,39.3457,-74.486
3,155,3,117,34.3333,136.8333
3,155,3,117,39.5544,141.1555
1,30,0,54,43.2667,20
1,24,5,49,50.5667,4.0667
1,6,3,52,3.25,-76.25
1,6,3,52,-20.2408,-56.3778
1,33,2,29,50.4375,7.8258
